udmTable,ColumnName,ColumnType,ColumnDisplayName
productproperties,SourceProductNumber,STRING,SourceProductNumber
productproperties,SourceProductPropertiesNumber,STRING,SourceProductPropertiesNumber
productproperties,SourceSystemID,STRING,SourceSystemID
productproperties,TenantId,INTEGER,TenantId
productsummary,Availability,STRING,Availability
productsummary,AvailableQty,INTEGER,AvailableQty
productsummary,Batch,STRING,Batch
productsummary,BrandName,STRING,BrandName
productsummary,BundleNumber,STRING,BundleNumber
productsummary,Color,STRING,Color
productsummary,DateCreated,LONG,DateCreated
productsummary,DateModified,LONG,DateModified
productsummary,DeleteFlag,BOOLEAN,DeleteFlag
productsummary,Description,STRING,Description
productsummary,FirstTransactionDate,LONG,FirstTransactionDate
productsummary,ID,STRING,ID
productsummary,ImageURL,STRING,ImageURL
productsummary,LastTransactionDate,LONG,LastTransactionDate
productsummary,ListPrice,DECIMAL,ListPrice
productsummary,MSRP,DECIMAL,MSRP
productsummary,Name,STRING,Name
productsummary,ParentProductID,STRING,ParentProductID
productsummary,ParentProductNumber,STRING,ParentProductNumber
productsummary,ProductURL,STRING,ProductURL
productsummary,QuantitySold,INTEGER,QuantitySold
productsummary,QuantitySold_13_24Months,INTEGER,QuantitySold_13_24Months
productsummary,QuantitySold_last12Months,INTEGER,QuantitySold_last12Months
productsummary,RecoStatus,STRING,RecoStatus
productsummary,RowCreated,LONG,RowCreated
productsummary,RowModified,LONG,RowModified
productsummary,SaleCondition,STRING,SaleCondition
productsummary,SalePrice,DECIMAL,SalePrice
productsummary,Size,STRING,Size
productsummary,SourceBrandNumber,STRING,SourceBrandNumber
productsummary,SourceProductNumber,STRING,SourceProductNumber
productsummary,SourceSystemID,STRING,SourceSystemID
productsummary,Status,STRING,Status
productsummary,TenantID,INTEGER,TenantID
productsummary,TotalRevenue,DECIMAL,TotalRevenue
productsummary,TotalRevenueDecile_13_24Months,INTEGER,TotalRevenueDecile_13_24Months
productsummary,TotalRevenueDecile_Last12Months,INTEGER,TotalRevenueDecile_Last12Months
productsummary,TotalRevenue_13_24Months,DECIMAL,TotalRevenue_13_24Months
productsummary,TotalRevenue_Last12Months,DECIMAL,TotalRevenue_Last12Months
productsummary,TotalTransactionCount,INTEGER,TotalTransactionCount
productsummary,TotalTransactionCount_Last12Months,INTEGER,TotalTransactionCount_Last12Months
productsummary,TotalTransactionCount_Last13_24months,INTEGER,TotalTransactionCount_Last13_24months
productsummary,TotalTransactionCount_Last30Days,INTEGER,TotalTransactionCount_Last30Days
productsummary,Weight,DECIMAL,Weight
productsummary,c_fabricCode,STRING,Fabric Code
productsummary,c_mainSize,STRING,Main Size
productsummary,c_model,STRING,Model
productsummary,c_productDrop,STRING,Product Drop
productsummary,c_season,STRING,Season
promotion,Batch,STRING,Batch
promotion,DeleteFlag,BOOLEAN,DeleteFlag
promotion,Description,STRING,Description
promotion,ID,STRING,ID
promotion,Name,STRING,Name
promotion,RowCreated,LONG,RowCreated
promotion,RowModified,LONG,RowModified
promotion,RowProcessed,LONG,RowProcessed
promotion,Source,STRING,Source
promotion,SourcePromotionNumber,STRING,SourcePromotionNumber
promotion,SourceSystemID,STRING,SourceSystemID
promotion,StartTimeStamp,LONG,StartTimeStamp
promotion,TenantId,INTEGER,TenantId
promotioncampaignxref,Batch,STRING,Batch
promotioncampaignxref,CampaignID,STRING,CampaignID
promotioncampaignxref,DeleteFlag,BOOLEAN,DeleteFlag
promotioncampaignxref,ID,STRING,ID
promotioncampaignxref,PromotionID,STRING,PromotionID
promotioncampaignxref,RowCreated,LONG,RowCreated
promotioncampaignxref,RowModified,LONG,RowModified
promotioncampaignxref,RowProcessed,LONG,RowProcessed
promotioncampaignxref,Source,STRING,Source
promotioncampaignxref,SourceCampaignNumber,STRING,SourceCampaignNumber
promotioncampaignxref,SourcePromotionNumber,STRING,SourcePromotionNumber
promotioncampaignxref,SourceSystemID,STRING,SourceSystemID
promotioncampaignxref,TenantId,INTEGER,TenantId
promotionsummary,Batch,STRING,Batch
promotionsummary,DeleteFlag,BOOLEAN,DeleteFlag
promotionsummary,Description,STRING,Description
promotionsummary,FirstTransactionDate,LONG,FirstTransactionDate
promotionsummary,ID,STRING,ID
promotionsummary,LastTransactionDate,LONG,LastTransactionDate
promotionsummary,Name,STRING,Name
promotionsummary,RowCreated,LONG,RowCreated
promotionsummary,RowModified,LONG,RowModified
promotionsummary,SourcePromotionNumber,STRING,SourcePromotionNumber
promotionsummary,SourceSystemID,STRING,SourceSystemID
promotionsummary,StartTimeStamp,LONG,StartTimeStamp
promotionsummary,TenantId,INTEGER,TenantId
promotionsummary,TotalCampaignCount,INTEGER,TotalCampaignCount
promotionsummary,TotalDispatchCount,INTEGER,TotalDispatchCount
promotionsummary,TotalMessageCount,INTEGER,TotalMessageCount
promotionsummary,TotalProductPurchasedCount,INTEGER,TotalProductPurchasedCount
promotionsummary,TotalRevenue,DOUBLE,TotalRevenue
promotionsummary,TotalTransactionCount,INTEGER,TotalTransactionCount
promotiontypesummary,Batch,STRING,Batch
promotiontypesummary,ID,STRING,ID
promotiontypesummary,RowCreated,LONG,RowCreated
promotiontypesummary,RowModified,LONG,RowModified
promotiontypesummary,SourceCategoryNumber,STRING,SourceCategoryNumber
promotiontypesummary,SourceSystemID,STRING,SourceSystemID
promotiontypesummary,TenantID,INTEGER,TenantID
promotiontypesummary,level1Code,STRING,level1Code
promotiontypesummary,level1Name,STRING,level1Name
promotiontypesummary,level2Code,STRING,level2Code
promotiontypesummary,level2Name,STRING,level2Name
promotiontypesummary,level3Code,STRING,level3Code
promotiontypesummary,level3Name,STRING,level3Name
promotiontypesummary,level4Code,STRING,level4Code
promotiontypesummary,level4Name,STRING,level4Name
promotiontypesummary,level5Code,STRING,level5Code
promotiontypesummary,level5Name,STRING,level5Name
ptoprecommendations,BackfilledFrom,STRING,BackfilledFrom
ptoprecommendations,ID,STRING,ID
ptoprecommendations,RankNumber,INTEGER,RankNumber
ptoprecommendations,SourceProductNumber,STRING,SourceProductNumber
ptoprecommendations,TargetSourceProductNumber,STRING,TargetSourceProductNumber
subscription,Batch,STRING,Batch
subscription,CustomerID,STRING,CustomerID
subscription,DeleteFlag,BOOLEAN,DeleteFlag
subscription,EndDate,STRING,EndDate
subscription,EndDateBigInt,LONG,EndDateBigInt
subscription,ID,STRING,ID
subscription,IntervalDays,INTEGER,IntervalDays
subscription,RowCreated,LONG,RowCreated
subscription,RowModified,LONG,RowModified
subscription,RowProcessed,LONG,RowProcessed
subscription,Source,STRING,Source
subscription,SourceCustomerNumber,STRING,SourceCustomerNumber
subscription,SourceSubscriptionNumber,STRING,SourceSubscriptionNumber
subscription,SourceSystemID,STRING,SourceSystemID
subscription,StartDate,STRING,StartDate
subscription,StartDateBigInt,LONG,StartDateBigInt
subscription,Status,STRING,Status
subscription,SubscriptionPrice,DECIMAL,SubscriptionPrice
subscription,TenantId,INTEGER,TenantId
subscription,Type,STRING,Type
subscriptionproductxref,Batch,STRING,Batch
subscriptionproductxref,DeleteFlag,BOOLEAN,DeleteFlag
subscriptionproductxref,ID,STRING,ID
subscriptionproductxref,ProductID,STRING,ProductID
subscriptionproductxref,Qty,INTEGER,Qty
subscriptionproductxref,RowCreated,LONG,RowCreated
subscriptionproductxref,RowModified,LONG,RowModified
subscriptionproductxref,RowProcessed,LONG,RowProcessed
subscriptionproductxref,Source,STRING,Source
subscriptionproductxref,SourceProductNumber,STRING,SourceProductNumber
subscriptionproductxref,SourceSubscriptionNumber,STRING,SourceSubscriptionNumber
subscriptionproductxref,SourceSystemID,STRING,SourceSystemID
subscriptionproductxref,SubscriptionID,STRING,SubscriptionID
subscriptionproductxref,TenantId,INTEGER,TenantId
timesummary,Batch,STRING,Batch
timesummary,DateInUnix,LONG,DateInUnix
timesummary,FiscalMonth,INTEGER,FiscalMonth
timesummary,FiscalQuarter,INTEGER,FiscalQuarter
timesummary,FiscalWeek,INTEGER,FiscalWeek
timesummary,FiscalYear,INTEGER,FiscalYear
timesummary,ID,INTEGER,ID
timesummary,IsLast12M,BOOLEAN,IsLast12M
timesummary,IsLast30day,BOOLEAN,IsLast30day
timesummary,IsLast6M,BOOLEAN,IsLast6M
timesummary,IsLast7day,BOOLEAN,IsLast7day
timesummary,IsOfficialHoliday,STRING,IsOfficialHoliday
timesummary,IsSpecialDay,STRING,IsSpecialDay
timesummary,IsWeekend,STRING,IsWeekend
timesummary,MonthDayNumber,INTEGER,MonthDayNumber
timesummary,MonthName,STRING,MonthName
timesummary,MonthNumber,INTEGER,MonthNumber
timesummary,QuarterName,STRING,QuarterName
timesummary,QuarterNumber,INTEGER,QuarterNumber
timesummary,RowCreated,LONG,RowCreated
timesummary,RowModified,LONG,RowModified
timesummary,SpecialDayName,STRING,SpecialDayName
timesummary,WeekDayName,STRING,WeekDayName
timesummary,Year,INTEGER,Year
timesummary,YearWeekNumber,INTEGER,YearWeekNumber
transaction,AccountID,STRING,AccountID
transaction,Batch,STRING,Batch
transaction,Currency,STRING,Currency
transaction,CustomerID,STRING,CustomerID
transaction,DateCreated,LONG,DateCreated
transaction,DateModified,LONG,DateModified
transaction,DeleteFlag,BOOLEAN,DeleteFlag
transaction,Discount,DECIMAL,Discount
transaction,EmployeeID,STRING,EmployeeID
transaction,ID,STRING,ID
transaction,OrganizationID,STRING,OrganizationID
transaction,RealtimeRequestNumber,STRING,RealtimeRequestNumber
transaction,RowCreated,LONG,RowCreated
transaction,RowModified,LONG,RowModified
transaction,RowProcessed,LONG,RowProcessed
transaction,ShippingRevenue,DECIMAL,ShippingRevenue
transaction,Source,STRING,Source
transaction,SourceAccountNumber,STRING,SourceAccountNumber
transaction,SourceCustomerNumber,STRING,SourceCustomerNumber
transaction,SourceEmployeeNumber,STRING,SourceEmployeeNumber
transaction,SourceOrganizationNumber,STRING,SourceOrganizationNumber
transaction,SourceSystemID,STRING,SourceSystemID
transaction,SourceTransactionNumber,STRING,SourceTransactionNumber
transaction,SourceTransactionNumberAlt,STRING,SourceTransactionNumberAlt
transaction,Tax,DECIMAL,Tax
transaction,TenantId,INTEGER,TenantId
transaction,Total,DECIMAL,Transaction Revenue
transaction,TransactionTimeStamp,LONG,Date and Time
transaction,Type,STRING,Type
transaction,c_brand,STRING,Brand
transactionitem,Batch,STRING,Batch
transactionitem,BundleNumber,STRING,BundleNumber
transactionitem,CostBasis,DECIMAL,Cost
transactionitem,Currency,STRING,Currency
transactionitem,DateCreated,LONG,DateCreated
transactionitem,DateModified,LONG,DateModified
transactionitem,DeleteFlag,BOOLEAN,DeleteFlag
transactionitem,Discount,DECIMAL,Discount
transactionitem,Gift,BOOLEAN,Gift
transactionitem,ID,STRING,ID
transactionitem,InvoiceDate,LONG,Invoice Date
transactionitem,ListPrice,DECIMAL,ListPrice
transactionitem,OrganizationID,STRING,OrganizationID
transactionitem,OtherCost,DECIMAL,Other Cost
transactionitem,OtherRevenue,DECIMAL,Other Revenue
transactionitem,ProductID,STRING,ProductID
transactionitem,Quantity,INTEGER,Product Quantity
transactionitem,RealtimeRequestNumber,STRING,RealtimeRequestNumber
transactionitem,RowCreated,LONG,RowCreated
transactionitem,RowModified,LONG,RowModified
transactionitem,RowProcessed,LONG,RowProcessed
transactionitem,SaleRevenue,DECIMAL,Revenue
transactionitem,ShipDate,LONG,Shipping Date
transactionitem,ShippingCost,DECIMAL,Shipping Cost
transactionitem,ShippingDiscount,DECIMAL,Shipping Discount
transactionitem,ShippingRevenue,DECIMAL,Shipping Revenue
transactionitem,Source,STRING,Source
transactionitem,SourceOrganizationNumber,STRING,SourceOrganizationNumber
transactionitem,SourceProductNumber,STRING,Product Number
transactionitem,SourceSubscriptionNumber,STRING,SourceSubscriptionNumber
transactionitem,SourceSystemID,STRING,SourceSystemID
transactionitem,SourceTransactionItemNumber,STRING,SourceTransactionItemNumber
transactionitem,SourceTransactionNumber,STRING,SourceTransactionNumber
transactionitem,SubscriptionID,STRING,SubscriptionID
transactionitem,Subtype,STRING,Subtype
transactionitem,Tax,DECIMAL,Tax
transactionitem,TenantId,INTEGER,TenantId
transactionitem,TransactionID,STRING,TransactionID
transactionitem,Type,STRING,Type
transactionitem,UserClient,STRING,Device
transactionitem,Volume,DECIMAL,Product Volume
transactionitem,Weight,DECIMAL,Weight
transactionitem,c_brand,STRING,Brand
transactionitem,c_saleSeason,STRING,Sale Season
transactionitemmessagexref,Batch,STRING,Batch
transactionitemmessagexref,DeleteFlag,BOOLEAN,DeleteFlag
transactionitemmessagexref,ID,STRING,ID
transactionitemmessagexref,MessageID,STRING,MessageID
transactionitemmessagexref,RowCreated,LONG,RowCreated
transactionitemmessagexref,RowModified,LONG,RowModified
transactionitemmessagexref,RowProcessed,LONG,RowProcessed
transactionitemmessagexref,Source,STRING,Source
transactionitemmessagexref,SourceMessageNumber,STRING,SourceMessageNumber
transactionitemmessagexref,SourceSystemID,STRING,SourceSystemID
transactionitemmessagexref,SourceTransactionItemNumber,STRING,SourceTransactionItemNumber
transactionitemmessagexref,TenantId,INTEGER,TenantId
transactionitemmessagexref,TransactionItemID,STRING,TransactionItemID
transactionitemmessagexref,Type,STRING,Type
transactionmessagexref,Batch,STRING,Batch
transactionmessagexref,DeleteFlag,BOOLEAN,DeleteFlag
transactionmessagexref,ID,STRING,ID
transactionmessagexref,MasterCustomerID,STRING,MasterCustomerID
transactionmessagexref,MessageID,STRING,MessageID
transactionmessagexref,RowCreated,LONG,RowCreated
transactionmessagexref,RowModified,LONG,RowModified
transactionmessagexref,RowProcessed,LONG,RowProcessed
transactionmessagexref,Source,STRING,Source
transactionmessagexref,SourceMessageNumber,STRING,SourceMessageNumber
transactionmessagexref,SourceSystemID,STRING,SourceSystemID
transactionmessagexref,SourceTransactionNumber,STRING,SourceTransactionNumber
transactionmessagexref,TenantId,INTEGER,TenantId
transactionmessagexref,TransactionCustomerID,STRING,TransactionCustomerID
transactionmessagexref,TransactionID,STRING,TransactionID
transactionmessagexref,TransactionSourceCustomerNumber,STRING,TransactionSourceCustomerNumber
transactionmessagexref,Type,STRING,Type
transactionmessagexrefhousehold,Batch,STRING,Batch
transactionmessagexrefhousehold,DeleteFlag,BOOLEAN,DeleteFlag
transactionmessagexrefhousehold,HouseholdID,STRING,HouseholdID
transactionmessagexrefhousehold,ID,STRING,ID
transactionmessagexrefhousehold,MasterCustomerID,STRING,MasterCustomerID
transactionmessagexrefhousehold,MessageID,STRING,MessageID
transactionmessagexrefhousehold,RowCreated,LONG,RowCreated
transactionmessagexrefhousehold,RowModified,LONG,RowModified
transactionmessagexrefhousehold,Source,STRING,Source
transactionmessagexrefhousehold,SourceMessageNumber,STRING,SourceMessageNumber
transactionmessagexrefhousehold,SourceSystemID,STRING,SourceSystemID
transactionmessagexrefhousehold,SourceTransactionNumber,STRING,SourceTransactionNumber
transactionmessagexrefhousehold,TenantId,INTEGER,TenantId
transactionmessagexrefhousehold,TransactionCustomerID,STRING,TransactionCustomerID
transactionmessagexrefhousehold,TransactionID,STRING,TransactionID
transactionmessagexrefhousehold,TransactionSourceCustomerNumber,STRING,TransactionSourceCustomerNumber
transactionmessagexrefhousehold,Type,STRING,Type
transactionsummary,AccountID,STRING,AccountID
transactionsummary,Batch,STRING,Batch
transactionsummary,BundleNumber,STRING,BundleNumber
transactionsummary,CostBasis,DECIMAL,CostBasis
transactionsummary,Currency,STRING,Currency
transactionsummary,CustomerID,STRING,CustomerID
transactionsummary,DateCreated,LONG,DateCreated
transactionsummary,DateModified,LONG,DateModified
transactionsummary,DeviceType,STRING,DeviceType
transactionsummary,Discount,DECIMAL,Discount
transactionsummary,EmployeeID,STRING,EmployeeID
transactionsummary,Gift,BOOLEAN,Gift
transactionsummary,HouseholdDaySinceFirstTransaction,INTEGER,HouseholdDaySinceFirstTransaction
transactionsummary,HouseholdID,STRING,HouseholdID
transactionsummary,HouseholdTransactionSequence,INTEGER,HouseholdTransactionSequence
transactionsummary,ID,STRING,ID
transactionsummary,InvoiceDate,LONG,InvoiceDate
transactionsummary,InvoiceDateFK,INTEGER,InvoiceDateFK
transactionsummary,ListPrice,DECIMAL,ListPrice
transactionsummary,MasterCustomerDaySinceFirstTransaction,INTEGER,MasterCustomerDaySinceFirstTransaction
transactionsummary,MasterCustomerID,STRING,MasterCustomerID
transactionsummary,MasterCustomerTransactionSequence,INTEGER,MasterCustomerTransactionSequence
transactionsummary,OrganizationID,STRING,OrganizationID
transactionsummary,OtherCost,DECIMAL,OtherCost
transactionsummary,OtherRevenue,DECIMAL,OtherRevenue
transactionsummary,ProductID,STRING,ProductID
transactionsummary,Quantity,INTEGER,Quantity
transactionsummary,RowCreated,LONG,RowCreated
transactionsummary,RowModified,LONG,RowModified
transactionsummary,SaleRevenue,DECIMAL,SaleRevenue
transactionsummary,ShipDate,LONG,ShipDate
transactionsummary,ShipDateFK,INTEGER,ShipDateFK
transactionsummary,ShippingCost,DECIMAL,ShippingCost
transactionsummary,ShippingDiscount,DECIMAL,ShippingDiscount
transactionsummary,ShippingRevenue,DECIMAL,ShippingRevenue
transactionsummary,SourceAccountNumber,STRING,SourceAccountNumber
transactionsummary,SourceCustomerNumber,STRING,SourceCustomerNumber
transactionsummary,SourceEmployeeNumber,STRING,SourceEmployeeNumber
transactionsummary,SourceOrganizationNumber,STRING,SourceOrganizationNumber
transactionsummary,SourceProductNumber,STRING,SourceProductNumber
transactionsummary,SourceSubscriptionNumber,STRING,SourceSubscriptionNumber
transactionsummary,SourceSystemID,STRING,SourceSystemID
transactionsummary,SourceTransactionItemNumber,STRING,SourceTransactionItemNumber
transactionsummary,SourceTransactionNumber,STRING,SourceTransactionNumber
transactionsummary,SubscriptionID,STRING,SubscriptionID
transactionsummary,Subtype,STRING,Subtype
transactionsummary,Tax,DECIMAL,Tax
transactionsummary,TenantID,INTEGER,TenantID
transactionsummary,TransactionDate,LONG,TransactionDate
transactionsummary,TransactionID,STRING,TransactionID
transactionsummary,TransactionLastMarketingTouchID,STRING,TransactionLastMarketingTouchID
transactionsummary,TransactionLastOfflineMarketingTouchID,STRING,TransactionLastOfflineMarketingTouchID
transactionsummary,TransactionLastOfflineMarketingTouchIDHousehold,STRING,TransactionLastOfflineMarketingTouchIDHousehold
transactionsummary,TransactionTimeStamp,LONG,Date
transactionsummary,TransactionTimeStampFK,INTEGER,TransactionTimeStampFK
transactionsummary,Type,STRING,Type
transactionsummary,UserClient,STRING,UserClient
transactionsummary,c_brand,STRING,Brand
utoprecommendations,BackfilledFrom,STRING,BackfilledFrom
utoprecommendations,ID,STRING,ID
utoprecommendations,MasterCustomerID,STRING,MasterCustomerID
utoprecommendations,RankNumber,INTEGER,RankNumber
utoprecommendations,SourceCustomerNumber,STRING,SourceCustomerNumber
utoprecommendations,SourceProductNumber,STRING,SourceProductNumber
vtoprecommendations,BackfilledFrom,STRING,BackfilledFrom
vtoprecommendations,ID,STRING,ID
vtoprecommendations,RankNumber,INTEGER,RankNumber
vtoprecommendations,SourceProductNumber,STRING,SourceProductNumber
vtoprecommendations,TargetSourceProductNumber,STRING,TargetSourceProductNumber
vtovrecommendations,BackfilledFrom,STRING,BackfilledFrom
vtovrecommendations,ID,STRING,ID
vtovrecommendations,RankNumber,INTEGER,RankNumber
vtovrecommendations,SourceProductNumber,STRING,SourceProductNumber
vtovrecommendations,TargetSourceProductNumber,STRING,TargetSourceProductNumber
zipcloseststores,ClosestStoreDistance,DOUBLE,ClosestStoreDistance
zipcloseststores,ClosestStoreOrgID,STRING,ClosestStoreOrgID
zipcloseststores,ClosestStoreOrgName,STRING,ClosestStoreOrgName
zipcloseststores,Country,STRING,Country
zipcloseststores,CountryZip,STRING,CountryZip
zipcloseststores,ZipCode,STRING,ZipCode
zipdemographics,AliasIntroDate,STRING,AliasIntroDate
zipdemographics,AreaCode,STRING,AreaCode
zipdemographics,AsianPopulation,INTEGER,AsianPopulation
zipdemographics,AverageHouseValue,INTEGER,AverageHouseValue
zipdemographics,Batch,STRING,Batch
zipdemographics,BlackPopulation,INTEGER,BlackPopulation
zipdemographics,BoxCount,INTEGER,BoxCount
zipdemographics,BusinessAnnualPayroll,INTEGER,BusinessAnnualPayroll
zipdemographics,BusinessEmploymentFlag,STRING,BusinessEmploymentFlag
zipdemographics,BusinessFirstQuarterPayroll,INTEGER,BusinessFirstQuarterPayroll
zipdemographics,CBSA,STRING,CBSA
zipdemographics,CBSADivPop2003,INTEGER,CBSADivPop2003
zipdemographics,CBSAPop2003,INTEGER,CBSAPop2003
zipdemographics,CBSA_Div,STRING,CBSA_Div
zipdemographics,CBSA_Div_Name,STRING,CBSA_Div_Name
zipdemographics,CBSA_Name,STRING,CBSA_Name
zipdemographics,CBSA_Type,STRING,CBSA_Type
zipdemographics,CSA,STRING,CSA
zipdemographics,CSAName,STRING,CSAName
zipdemographics,CarrierRouteRateSortation,STRING,CarrierRouteRateSortation
zipdemographics,City,STRING,City
zipdemographics,CityAliasAbbreviation,STRING,CityAliasAbbreviation
zipdemographics,CityAliasCode,STRING,CityAliasCode
zipdemographics,CityAliasMixedCase,STRING,CityAliasMixedCase
zipdemographics,CityAliasName,STRING,CityAliasName
zipdemographics,CityDeliveryIndicator,STRING,CityDeliveryIndicator
zipdemographics,CityMixedCase,STRING,CityMixedCase
zipdemographics,CityStateKey,STRING,CityStateKey
zipdemographics,CityType,STRING,CityType
zipdemographics,ClassificationCode,STRING,ClassificationCode
zipdemographics,CongressionalDistrict,STRING,CongressionalDistrict
zipdemographics,CongressionalLandArea,STRING,CongressionalLandArea
zipdemographics,Country,STRING,Country
zipdemographics,County,STRING,County
zipdemographics,CountyANSI,STRING,CountyANSI
zipdemographics,CountyFIPS,STRING,CountyFIPS
zipdemographics,DayLightSaving,STRING,DayLightSaving
zipdemographics,DeliveryBusiness,STRING,DeliveryBusiness
zipdemographics,DeliveryResidential,STRING,DeliveryResidential
zipdemographics,DeliveryTotal,STRING,DeliveryTotal
zipdemographics,Division,STRING,Division
zipdemographics,Elevation,INTEGER,Elevation
zipdemographics,FacilityCode,STRING,FacilityCode
zipdemographics,FemalePopulation,INTEGER,FemalePopulation
zipdemographics,FinanceNumber,STRING,FinanceNumber
zipdemographics,GrowthHousingUnits2003,INTEGER,GrowthHousingUnits2003
zipdemographics,GrowthHousingUnits2004,INTEGER,GrowthHousingUnits2004
zipdemographics,GrowthIncreaseNumber,INTEGER,GrowthIncreaseNumber
zipdemographics,GrowthIncreasePercentage,INTEGER,GrowthIncreasePercentage
zipdemographics,GrowthRank,INTEGER,GrowthRank
zipdemographics,HawaiianPopulation,INTEGER,HawaiianPopulation
zipdemographics,HispanicPopulation,INTEGER,HispanicPopulation
zipdemographics,HouseholdsPerZipCode,INTEGER,HouseholdsPerZipCode
zipdemographics,ID,INTEGER,ID
zipdemographics,IncomePerHousehold,INTEGER,IncomePerHousehold
zipdemographics,IndianPopulation,INTEGER,IndianPopulation
zipdemographics,LandArea,INTEGER,LandArea
zipdemographics,Latitude,INTEGER,Latitude
zipdemographics,Longitude,INTEGER,Longitude
zipdemographics,MFDU,STRING,MFDU
zipdemographics,MSA,STRING,MSA
zipdemographics,MSA_Name,STRING,MSA_Name
zipdemographics,MailingName,STRING,MailingName
zipdemographics,MalePopulation,INTEGER,MalePopulation
zipdemographics,MedianAge,INTEGER,MedianAge
zipdemographics,MedianAgeFemale,INTEGER,MedianAgeFemale
zipdemographics,MedianAgeMale,INTEGER,MedianAgeMale
zipdemographics,MultiCounty,STRING,MultiCounty
zipdemographics,NumberOfBusinesses,INTEGER,NumberOfBusinesses
zipdemographics,NumberOfEmployees,INTEGER,NumberOfEmployees
zipdemographics,OtherPopulation,INTEGER,OtherPopulation
zipdemographics,PMSA,STRING,PMSA
zipdemographics,PMSA_Name,STRING,PMSA_Name
zipdemographics,PersonsPerHousehold,INTEGER,PersonsPerHousehold
zipdemographics,Population,INTEGER,Population
zipdemographics,PopulationEstimate,INTEGER,PopulationEstimate
zipdemographics,PreferredLastLineKey,STRING,PreferredLastLineKey
zipdemographics,PrimaryRecord,STRING,PrimaryRecord
zipdemographics,Region,STRING,Region
zipdemographics,RowCreated,STRING,RowCreated
zipdemographics,RowModified,LONG,RowModified
zipdemographics,RowProcessed,LONG,RowProcessed
zipdemographics,SFDU,STRING,SFDU
zipdemographics,Source,STRING,Source
zipdemographics,State,STRING,State
zipdemographics,StateANSI,STRING,StateANSI
zipdemographics,StateFIPS,STRING,StateFIPS
zipdemographics,StateFullName,STRING,StateFullName
zipdemographics,TimeZone,INTEGER,TimeZone
zipdemographics,UniqueZIPName,STRING,UniqueZIPName
zipdemographics,WaterArea,INTEGER,WaterArea
zipdemographics,WhitePopulation,INTEGER,WhitePopulation
zipdemographics,ZIPIntroDate,STRING,ZIPIntroDate
zipdemographics,ZipCode,STRING,ZipCode
zipdemographics,ZipLatitude,DOUBLE,ZipLatitude
zipdemographics,ZipLongitude,DOUBLE,ZipLongitude
